Accused_ID,Accused_Name,Gender,Age,Address,Contact_No,Nationality,Status,Created_At
249,Usha Tiwari,Female,39,"897, Nehru Street, Pune",+91-7830221758,Indian,Arrested,2019-05-07
250,Sushma Das,Female,31,"127, Shivaji Marg, Surat",+91-8378104326,Indian,Convicted,2021-10-08
251,Vikram Das,Male,57,"855, Nehru Street, Patna",+91-8096372070,Indian,At Large,2020-07-08
252,Priya Verma,Female,65,"752, Nehru Street, Ahmedabad",+91-7155517514,Indian,Acquitted,2021-04-20
253,Rahul Patel,Male,21,"745, Patel Colony, Delhi",+91-8341526917,Nepali,At Large,2021-06-29
254,Padma Das,Female,51,"759, Gandhi Nagar, Mumbai",+91-7757911240,Indian,Absconding,2022-09-17
255,Seema Kumar,Female,47,"947, Gandhi Nagar, Vasai",+91-8148379404,Indian,Absconding,2022-12-27
256,Asha Kumar,Female,41,"118, Shivaji Marg, Nagpur",+91-9063476521,Indian,Convicted,2021-04-15
257,Sushma Chopra,Female,50,"923, Patel Colony, Bangalore",+91-9406436743,Indian,Arrested,2022-09-27
258,Sunita Mehta,Female,30,"998, Shivaji Marg, Ludhiana",+91-9988687160,Indian,Absconding,2019-04-23
259,Nisha Reddy,Female,25,"572, Nehru Street, Rajkot",+91-7837688372,Indian,At Large,2023-04-22
260,Manoj Nair,Male,62,"21, Nehru Street, Patna",+91-7263142010,Nepali,Arrested,2020-12-18
261,Sunita Verma,Female,36,"124, Gandhi Nagar, Kalyan",+91-7427789966,Indian,Convicted,2023-10-01
262,Usha Kumar,Female,48,"796, MG Road, Bhopal",+91-8880416297,Indian,Arrested,2023-12-10
263,Sushma Patel,Female,46,"441, Gandhi Nagar, Nagpur",+91-8399279979,Indian,Acquitted,2020-01-01
264,Padma Pandey,Female,19,"705, Nehru Street, Mumbai",+91-7904774477,Indian,At Large,2021-09-24
265,Lakshmi Kumar,Female,28,"869, Patel Colony, Bhopal",+91-7148801663,Indian,Acquitted,2020-09-30
266,Ajay Nair,Male,54,"69, Nehru Street, Ludhiana",+91-9191614855,Indian,Convicted,2020-07-12
267,Radha Das,Female,21,"846, Nehru Street, Delhi",+91-8649053163,Indian,Absconding,2019-11-19
268,Deepak Das,Male,57,"22, Patel Colony, Indore",+91-9979438990,Pakistani,Acquitted,2022-12-25
269,Pooja Bose,Female,22,"244, Nehru Street, Chennai",+91-7126751834,Indian,Convicted,2020-04-08
270,Arun Kumar,Male,61,"57, Patel Colony, Srinagar",+91-8648743369,Indian,Convicted,2020-10-23
271,Priya Mehta,Female,32,"754, Gandhi Nagar, Thane",+91-8192781844,Indian,At Large,2022-11-17
272,Rekha Nair,Female,39,"230, Gandhi Nagar, Nagpur",+91-9149970774,Indian,At Large,2021-08-13
273,Girish Singh,Male,33,"991, Shivaji Marg, Hyderabad",+91-7137534342,Nepali,Convicted,2020-04-04
274,Rahul Bose,Male,46,"878, Shivaji Marg, Pune",+91-9806838064,Indian,Acquitted,2020-12-31
275,Usha Kumar,Female,44,"113, Nehru Street, Nashik",+91-7511713354,Indian,At Large,2023-02-14
276,Usha Pillai,Female,18,"373, Gandhi Nagar, Indore",+91-9675311385,Nepali,At Large,2022-02-25
277,Nisha Iyer,Female,36,"95, Gandhi Nagar, Varanasi",+91-7820131596,Indian,Absconding,2022-04-08
278,Pooja Mehta,Female,53,"407, Shivaji Marg, Thane",+91-7646259934,Bangladeshi,Arrested,2020-10-04
279,Sunita Bose,Female,59,"192, Nehru Street, Ahmedabad",+91-9858352588,Indian,Acquitted,2019-06-28
280,Padma Reddy,Female,62,"975, Nehru Street, Kalyan",+91-7324511710,Bangladeshi,Arrested,2021-08-30
281,Radha Rao,Female,22,"856, Gandhi Nagar, Nagpur",+91-8951385922,Indian,Acquitted,2023-04-17
282,Radha Mishra,Female,59,"21, MG Road, Kalyan",+91-9681830551,Sri Lankan,Convicted,2022-11-09
283,Deepak Iyer,Male,44,"782, MG Road, Pune",+91-8703861123,Indian,Convicted,2019-06-07
284,Geeta Mehta,Female,33,"155, Gandhi Nagar, Delhi",+91-7547635844,Indian,Acquitted,2023-12-05
285,Rani Patel,Female,18,"110, Nehru Street, Chennai",+91-9267852164,Indian,Arrested,2022-04-08
286,Asha Tiwari,Female,52,"280, MG Road, Ludhiana",+91-9386096887,Indian,Acquitted,2020-05-19
287,Seema Tiwari,Female,60,"783, MG Road, Agra",+91-7583084078,Bangladeshi,Absconding,2019-08-14
288,Asha Nair,Female,18,"746, MG Road, Agra",+91-9238518229,Bangladeshi,Acquitted,2021-11-20
289,Naveen Verma,Male,52,"124, Nehru Street, Ghaziabad",+91-7069058394,Indian,Acquitted,2022-12-29
290,Amit Tiwari,Male,65,"116, MG Road, Ghaziabad",+91-8456436824,Indian,Arrested,2020-11-29
291,Padma Shah,Female,20,"650, Gandhi Nagar, Kalyan",+91-7453811919,Indian,At Large,2019-07-19
292,Geeta Shah,Female,37,"429, MG Road, Rajkot",+91-7588826054,Nepali,At Large,2019-11-26
293,Geeta Reddy,Female,45,"795, Nehru Street, Faridabad",+91-7619276990,Indian,Arrested,2022-12-16
294,Rani Rao,Female,43,"796, Gandhi Nagar, Nagpur",+91-7221510918,Indian,Acquitted,2022-06-27
295,Radha Pandey,Female,22,"868, Gandhi Nagar, Nagpur",+91-8669852523,Indian,Absconding,2019-11-01
296,Rahul Singh,Male,64,"864, Nehru Street, Visakhapatnam",+91-8858584814,Indian,Acquitted,2021-10-11
297,Ravi Bose,Male,40,"503, Shivaji Marg, Agra",+91-9713209940,Indian,At Large,2020-08-07
298,Sunita Joshi,Female,33,"950, Shivaji Marg, Srinagar",+91-9447313693,Indian,Convicted,2020-08-18
299,Nitin Chopra,Male,20,"542, Patel Colony, Jaipur",+91-7619196753,Bangladeshi,Absconding,2023-12-03
300,Kavita Kumar,Female,32,"24, Patel Colony, Surat",+91-7634576221,Sri Lankan,Absconding,2021-09-28
301,Meena Gupta,Female,44,"102, Gandhi Nagar, Bangalore",+91-9875486032,Bangladeshi,Acquitted,2023-07-27
302,Rekha Mehta,Female,52,"407, MG Road, Patna",+91-9164600687,Indian,Acquitted,2023-10-18
303,Rahul Joshi,Male,20,"531, Gandhi Nagar, Nagpur",+91-8584813122,Indian,Acquitted,2023-09-18
304,Harish Mishra,Male,51,"362, Shivaji Marg, Indore",+91-9343873974,Pakistani,At Large,2022-04-22
305,Ravi Pandey,Male,42,"382, Patel Colony, Ahmedabad",+91-9633780120,Indian,Acquitted,2022-09-22
306,Kavita Reddy,Female,45,"705, Gandhi Nagar, Kalyan",+91-7596383441,Indian,Absconding,2020-04-28
307,Sanjay Pillai,Male,39,"237, Nehru Street, Kalyan",+91-7527275312,Indian,Absconding,2023-02-23
308,Nisha Tiwari,Female,65,"798, MG Road, Ghaziabad",+91-7691486282,Pakistani,Arrested,2021-11-18
309,Suresh Pillai,Male,23,"695, MG Road, Ludhiana",+91-8806011318,Indian,Acquitted,2021-01-13
310,Ajay Shah,Male,36,"274, Patel Colony, Delhi",+91-7958678899,Indian,Arrested,2020-07-22
311,Manoj Nair,Male,57,"75, MG Road, Faridabad",+91-7931846232,Indian,Arrested,2023-02-16
312,Naveen Das,Male,60,"767, Patel Colony, Nashik",+91-9012880545,Bangladeshi,At Large,2023-12-25
313,Nisha Iyer,Female,48,"494, Gandhi Nagar, Lucknow",+91-7222221926,Indian,At Large,2019-06-12
314,Rajesh Tiwari,Male,32,"522, Nehru Street, Kolkata",+91-8060425741,Indian,Absconding,2019-12-22
315,Anita Tiwari,Female,46,"481, Patel Colony, Ahmedabad",+91-9666627532,Indian,Arrested,2020-01-21
316,Kavita Mehta,Female,31,"606, Gandhi Nagar, Delhi",+91-9645550726,Indian,Acquitted,2019-09-20
317,Nisha Pillai,Female,46,"789, Gandhi Nagar, Faridabad",+91-8958453538,Indian,Acquitted,2021-07-02
318,Pooja Patel,Female,60,"824, Shivaji Marg, Chennai",+91-9257178176,Bangladeshi,Arrested,2019-07-10
319,Naveen Joshi,Male,45,"36, Gandhi Nagar, Kolkata",+91-8625480984,Indian,Arrested,2022-04-07
320,Divya Pillai,Female,52,"853, Shivaji Marg, Rajkot",+91-8278751326,Indian,At Large,2023-04-02
321,Radha Shah,Female,53,"253, Nehru Street, Bhopal",+91-9849225013,Indian,Absconding,2020-09-29
322,Nisha Verma,Female,42,"591, Gandhi Nagar, Agra",+91-9931184010,Indian,Absconding,2020-11-28
323,Amit Kumar,Male,38,"318, Patel Colony, Delhi",+91-7348810626,Bangladeshi,Convicted,2022-04-27
324,Sushma Reddy,Female,51,"681, MG Road, Lucknow",+91-9232599065,Sri Lankan,Absconding,2021-11-24
325,Geeta Singh,Female,32,"891, Shivaji Marg, Surat",+91-8398304560,Indian,Acquitted,2023-05-17
326,Padma Kumar,Female,63,"996, MG Road, Kalyan",+91-7492916371,Indian,Acquitted,2023-03-13
327,Anjali Mehta,Female,58,"53, MG Road, Mumbai",+91-9657608787,Indian,Arrested,2021-10-09
328,Geeta Kumar,Female,43,"691, Gandhi Nagar, Nagpur",+91-9169738248,Pakistani,Absconding,2021-02-15
329,Padma Pandey,Female,49,"696, Patel Colony, Kolkata",+91-9448957357,Indian,Convicted,2022-02-08
330,Arun Sharma,Male,20,"564, MG Road, Kalyan",+91-7099820799,Indian,At Large,2023-03-01
331,Rani Das,Female,60,"427, Shivaji Marg, Mumbai",+91-7247857086,Indian,Acquitted,2019-06-25
332,Radha Shah,Female,39,"111, Nehru Street, Patna",+91-9502638913,Indian,At Large,2022-03-03
333,Meena Sharma,Female,60,"524, MG Road, Bhopal",+91-7006721184,Indian,Acquitted,2021-11-20
334,Pooja Iyer,Female,28,"675, Gandhi Nagar, Faridabad",+91-9077779865,Bangladeshi,Acquitted,2023-12-01
335,Usha Kumar,Female,57,"305, Shivaji Marg, Lucknow",+91-7852013745,Bangladeshi,Acquitted,2019-08-24
336,Padma Reddy,Female,27,"761, Nehru Street, Pune",+91-7274645708,Indian,Arrested,2023-11-06
337,Anjali Mehta,Female,32,"968, Patel Colony, Surat",+91-8989840141,Indian,Convicted,2022-10-24
338,Sushma Rao,Female,34,"925, Gandhi Nagar, Patna",+91-8666458859,Indian,Acquitted,2021-12-25
339,Sunita Rao,Female,60,"72, MG Road, Ghaziabad",+91-8286585330,Indian,Absconding,2021-06-15
340,Rajesh Pillai,Male,48,"77, Gandhi Nagar, Bangalore",+91-9190453309,Indian,Convicted,2019-06-24
341,Nitin Bose,Male,43,"909, Patel Colony, Patna",+91-9595224176,Indian,Acquitted,2021-08-29
342,Sunil Reddy,Male,25,"769, Gandhi Nagar, Kalyan",+91-8244814493,Indian,Acquitted,2021-03-09
343,Anjali Verma,Female,31,"158, Nehru Street, Kanpur",+91-7847077569,Indian,Absconding,2021-01-31
344,Kiran Mehta,Male,52,"457, Patel Colony, Faridabad",+91-9102902941,Indian,At Large,2021-08-29
345,Amit Pillai,Male,29,"536, Gandhi Nagar, Vasai",+91-9802288400,Indian,Convicted,2023-09-19
346,Geeta Singh,Female,29,"697, Patel Colony, Bangalore",+91-7378676535,Indian,Absconding,2020-02-24
347,Anjali Patel,Female,54,"405, Gandhi Nagar, Indore",+91-8895787237,Indian,Acquitted,2020-06-07
348,Amit Shah,Male,38,"66, Shivaji Marg, Nagpur",+91-8446950979,Indian,Convicted,2020-03-21
349,Ajay Rao,Male,42,"149, MG Road, Chennai",+91-7231141879,Indian,At Large,2021-03-07
350,Sushma Mishra,Female,47,"892, MG Road, Chennai",+91-8290465718,Indian,Absconding,2019-08-10
351,Kiran Rao,Male,62,"747, Patel Colony, Surat",+91-9713526065,Sri Lankan,Arrested,2022-05-22
352,Pooja Pillai,Female,58,"909, Gandhi Nagar, Hyderabad",+91-9558499225,Indian,Absconding,2021-03-14
353,Nisha Verma,Female,39,"370, Nehru Street, Bhopal",+91-9219763472,Indian,At Large,2021-08-29
354,Dinesh Pandey,Male,42,"624, Shivaji Marg, Mumbai",+91-7412742440,Indian,Absconding,2020-01-10
355,Sunita Kumar,Female,54,"254, Gandhi Nagar, Ahmedabad",+91-9986781360,Indian,Arrested,2019-09-21
356,Padma Rao,Female,48,"835, Nehru Street, Kanpur",+91-8806860410,Indian,At Large,2020-05-26
357,Divya Tiwari,Female,36,"78, Nehru Street, Agra",+91-9146290391,Indian,Arrested,2023-02-28
358,Nitin Gupta,Male,62,"641, Nehru Street, Kanpur",+91-7271116886,Indian,Acquitted,2023-06-20
359,Anita Pillai,Female,45,"683, Nehru Street, Agra",+91-8443094363,Indian,Arrested,2019-11-14
360,Kiran Chopra,Male,26,"708, Shivaji Marg, Rajkot",+91-8387976669,Indian,At Large,2023-11-16
361,Priya Kumar,Female,27,"561, Gandhi Nagar, Surat",+91-9612855694,Pakistani,Arrested,2020-12-31
362,Suresh Mishra,Male,57,"510, MG Road, Varanasi",+91-8608741404,Indian,Arrested,2020-12-19
363,Nisha Gupta,Female,44,"539, Nehru Street, Kolkata",+91-9142487820,Indian,Acquitted,2022-10-16
364,Sunita Reddy,Female,61,"155, Shivaji Marg, Ghaziabad",+91-8053940115,Indian,At Large,2019-09-09
365,Sunita Mishra,Female,52,"51, Shivaji Marg, Vasai",+91-9062370604,Indian,Acquitted,2023-08-04
366,Priya Mehta,Female,52,"114, MG Road, Agra",+91-8374649330,Indian,At Large,2019-01-04
367,Asha Pillai,Female,34,"260, Patel Colony, Patna",+91-8869349252,Indian,Arrested,2021-07-03
368,Neha Bose,Female,58,"303, Patel Colony, Jaipur",+91-8419462007,Indian,Arrested,2020-04-24
369,Sushma Reddy,Female,35,"762, Shivaji Marg, Nashik",+91-8754167084,Nepali,Arrested,2021-09-09
370,Ravi Gupta,Male,50,"118, Shivaji Marg, Delhi",+91-7318963742,Indian,Arrested,2020-03-23
371,Neha Tiwari,Female,58,"511, Gandhi Nagar, Kolkata",+91-8238236436,Sri Lankan,At Large,2020-10-23
372,Vinod Joshi,Male,18,"328, MG Road, Pune",+91-8084472704,Indian,Convicted,2019-02-24
373,Padma Das,Female,28,"610, MG Road, Srinagar",+91-8158272248,Indian,Absconding,2021-09-23
374,Geeta Bose,Female,19,"586, Shivaji Marg, Visakhapatnam",+91-8361864254,Indian,Absconding,2022-02-14
375,Manoj Pillai,Male,64,"238, Patel Colony, Bhopal",+91-8871906156,Indian,Absconding,2021-06-22
376,Sushma Joshi,Female,50,"766, Shivaji Marg, Kanpur",+91-9933549132,Indian,Acquitted,2021-07-16
377,Vikram Pandey,Male,52,"260, Nehru Street, Visakhapatnam",+91-8133639636,Nepali,Absconding,2021-03-10
378,Rahul Shah,Male,38,"186, Nehru Street, Lucknow",+91-9056825517,Indian,Convicted,2021-09-16
379,Sushma Gupta,Female,23,"146, Gandhi Nagar, Visakhapatnam",+91-9180078720,Indian,Convicted,2021-06-29
380,Anita Pandey,Female,23,"951, Shivaji Marg, Jaipur",+91-9417144913,Indian,Convicted,2020-11-11
381,Padma Tiwari,Female,32,"130, Gandhi Nagar, Patna",+91-9553997094,Indian,At Large,2019-05-03
382,Priya Mehta,Female,36,"360, MG Road, Nagpur",+91-8881840595,Indian,Acquitted,2022-02-01
383,Sunita Mehta,Female,64,"581, MG Road, Kolkata",+91-9455229186,Indian,Acquitted,2020-01-14
384,Kavita Pillai,Female,24,"138, Gandhi Nagar, Lucknow",+91-9620220878,Indian,At Large,2023-05-06
385,Anjali Rao,Female,41,"899, Gandhi Nagar, Ghaziabad",+91-8582383717,Indian,Convicted,2020-10-04
386,Ajay Gupta,Male,50,"191, MG Road, Nagpur",+91-9552976735,Indian,At Large,2021-12-11
387,Nisha Mehta,Female,58,"482, Shivaji Marg, Varanasi",+91-9798775253,Bangladeshi,Arrested,2023-05-13
388,Sushma Das,Female,33,"49, Shivaji Marg, Surat",+91-9013750465,Indian,Absconding,2022-08-06
389,Ravi Bose,Male,44,"28, Shivaji Marg, Srinagar",+91-9145415145,Indian,Convicted,2021-10-27
390,Priya Verma,Female,61,"659, Nehru Street, Ghaziabad",+91-8191601701,Sri Lankan,At Large,2021-06-27
391,Ajay Gupta,Male,57,"917, MG Road, Meerut",+91-9947501478,Indian,Convicted,2022-06-07
392,Sanjay Kumar,Male,43,"365, Gandhi Nagar, Rajkot",+91-8926890192,Indian,Acquitted,2020-08-16
393,Priya Mehta,Female,57,"312, MG Road, Visakhapatnam",+91-8508515954,Indian,At Large,2019-05-19
394,Radha Rao,Female,55,"565, Patel Colony, Bhopal",+91-7706910587,Indian,Acquitted,2022-02-07
395,Dinesh Tiwari,Male,47,"687, MG Road, Rajkot",+91-9173342439,Indian,Acquitted,2019-01-15
396,Radha Rao,Female,62,"564, MG Road, Ghaziabad",+91-8565800378,Indian,Convicted,2020-11-24
397,Geeta Mishra,Female,31,"892, Shivaji Marg, Delhi",+91-8593252179,Indian,Convicted,2023-02-26
398,Sunil Rao,Male,20,"419, Shivaji Marg, Hyderabad",+91-8784163157,Indian,At Large,2023-05-16
399,Vikram Mehta,Male,42,"561, Gandhi Nagar, Varanasi",+91-9374217806,Indian,At Large,2023-08-23
400,Naveen Mehta,Male,32,"461, Shivaji Marg, Patna",+91-9391205678,Indian,At Large,2020-08-14
401,Sunil Nair,Male,48,"106, Patel Colony, Kolkata",+91-8036520932,Indian,Convicted,2022-11-11
402,Amit Mishra,Male,41,"544, Gandhi Nagar, Nagpur",+91-7143190458,Indian,Acquitted,2022-10-31
403,Ravi Mishra,Male,25,"434, Patel Colony, Srinagar",+91-7695283072,Indian,Convicted,2021-05-21
404,Geeta Verma,Female,43,"487, Patel Colony, Indore",+91-8595122672,Sri Lankan,Acquitted,2022-03-01
405,Anjali Mehta,Female,36,"103, MG Road, Bhopal",+91-8367738410,Nepali,Convicted,2021-09-12
406,Rajesh Joshi,Male,20,"184, Nehru Street, Hyderabad",+91-9956852024,Indian,Absconding,2022-08-26
407,Girish Mehta,Male,38,"542, Patel Colony, Ahmedabad",+91-7649608020,Indian,Convicted,2021-10-28
408,Usha Pillai,Female,58,"153, MG Road, Agra",+91-9260848869,Indian,Acquitted,2019-08-22
409,Manoj Singh,Male,41,"61, Patel Colony, Kalyan",+91-8301268201,Indian,At Large,2021-04-11
410,Rani Patel,Female,45,"785, MG Road, Ahmedabad",+91-7369326516,Indian,Acquitted,2022-07-13
411,Anita Nair,Female,59,"292, MG Road, Lucknow",+91-8183231627,Indian,Acquitted,2019-04-03
412,Manoj Mehta,Male,53,"309, MG Road, Chennai",+91-9751877679,Indian,Arrested,2019-09-24
413,Lakshmi Shah,Female,57,"699, MG Road, Ahmedabad",+91-9795240336,Indian,Absconding,2023-06-06
414,Anjali Mehta,Female,45,"665, Nehru Street, Meerut",+91-9989348161,Bangladeshi,Absconding,2019-03-25
415,Ajay Rao,Male,53,"223, Patel Colony, Kalyan",+91-8257915551,Indian,Arrested,2020-09-15
416,Rani Patel,Female,49,"40, Shivaji Marg, Ghaziabad",+91-7948892092,Indian,At Large,2023-05-22
417,Pooja Iyer,Female,35,"663, Shivaji Marg, Srinagar",+91-9708716058,Indian,Convicted,2021-04-02
418,Vinod Verma,Male,20,"748, MG Road, Indore",+91-8116046788,Indian,Absconding,2022-12-25
419,Girish Tiwari,Male,65,"428, Patel Colony, Bangalore",+91-9714274742,Indian,Acquitted,2019-08-02
420,Padma Bose,Female,25,"757, Patel Colony, Ahmedabad",+91-7218741287,Indian,Absconding,2021-07-06
421,Harish Sharma,Male,55,"514, MG Road, Ludhiana",+91-8709396895,Nepali,Absconding,2022-02-22
422,Rajesh Nair,Male,58,"559, Nehru Street, Visakhapatnam",+91-8630918666,Indian,Arrested,2022-01-30
423,Amit Patel,Male,42,"259, Nehru Street, Hyderabad",+91-8121454813,Pakistani,Convicted,2019-11-11
424,Anjali Patel,Female,27,"887, Nehru Street, Bhopal",+91-7940752145,Indian,Arrested,2021-06-22
425,Rani Reddy,Female,43,"177, Gandhi Nagar, Nagpur",+91-9508275602,Indian,Convicted,2023-06-10
426,Rekha Chopra,Female,20,"569, MG Road, Patna",+91-9709566127,Indian,Absconding,2022-06-17
427,Sushma Nair,Female,59,"226, MG Road, Pune",+91-8446766334,Indian,At Large,2021-05-18
428,Nitin Gupta,Male,42,"961, MG Road, Faridabad",+91-8138405686,Indian,Acquitted,2021-07-06
429,Ravi Mehta,Male,20,"869, Nehru Street, Faridabad",+91-8127395851,Indian,Acquitted,2020-01-15
430,Seema Chopra,Female,61,"676, Shivaji Marg, Bangalore",+91-9718165558,Indian,Convicted,2023-02-21
431,Usha Iyer,Female,23,"676, Shivaji Marg, Vasai",+91-7491789114,Indian,Convicted,2022-02-16
432,Vinod Mishra,Male,49,"849, Patel Colony, Bangalore",+91-7579979411,Indian,Arrested,2023-07-19
433,Rahul Pandey,Male,43,"954, Nehru Street, Bhopal",+91-7707729598,Indian,Arrested,2023-07-31
434,Geeta Sharma,Female,63,"821, Patel Colony, Indore",+91-8208251291,Indian,At Large,2020-09-28
435,Rekha Sharma,Female,28,"446, MG Road, Bangalore",+91-7817483437,Indian,Acquitted,2019-11-14
436,Radha Bose,Female,23,"571, Gandhi Nagar, Hyderabad",+91-7615805415,Indian,Convicted,2023-01-14
437,Sunil Rao,Male,52,"262, MG Road, Nashik",+91-9954640533,Indian,At Large,2023-09-22
438,Kiran Iyer,Male,26,"892, Nehru Street, Nagpur",+91-7607149988,Bangladeshi,Acquitted,2019-01-14
439,Divya Mishra,Female,58,"64, Shivaji Marg, Jaipur",+91-8176264321,Indian,Absconding,2019-12-19
440,Sanjay Pillai,Male,22,"155, Patel Colony, Bhopal",+91-7808086778,Indian,At Large,2022-11-18
441,Vinod Rao,Male,49,"543, MG Road, Indore",+91-8066142582,Indian,Convicted,2019-11-21
442,Anjali Kumar,Female,44,"129, Patel Colony, Visakhapatnam",+91-8920523784,Pakistani,Convicted,2021-06-18
443,Asha Mehta,Female,50,"813, Shivaji Marg, Lucknow",+91-7530948669,Indian,Acquitted,2023-04-11
444,Sushma Reddy,Female,36,"598, Gandhi Nagar, Varanasi",+91-9470370184,Indian,Absconding,2022-06-04
445,Sunil Rao,Male,44,"501, Nehru Street, Kalyan",+91-9736780009,Bangladeshi,Arrested,2023-11-10
446,Rani Iyer,Female,63,"835, Shivaji Marg, Lucknow",+91-7019657801,Pakistani,Acquitted,2020-04-15
447,Geeta Reddy,Female,59,"514, Gandhi Nagar, Thane",+91-7801980156,Indian,At Large,2021-03-23
448,Deepak Patel,Male,48,"461, Shivaji Marg, Faridabad",+91-7063624793,Indian,Acquitted,2019-03-26
449,Girish Nair,Male,30,"205, MG Road, Varanasi",+91-9809703791,Indian,At Large,2021-11-14
450,Ajay Bose,Male,35,"554, MG Road, Pune",+91-7676540872,Indian,Arrested,2022-01-06
451,Vikram Pandey,Male,32,"513, Shivaji Marg, Srinagar",+91-9976941814,Indian,Absconding,2022-08-12
452,Anita Patel,Female,40,"283, Gandhi Nagar, Surat",+91-9419646302,Indian,At Large,2021-01-06
453,Rekha Singh,Female,38,"594, MG Road, Visakhapatnam",+91-7092293522,Indian,Convicted,2019-01-26
454,Pooja Nair,Female,63,"390, Nehru Street, Srinagar",+91-7255999882,Indian,At Large,2019-10-17
455,Pooja Kumar,Female,37,"884, Patel Colony, Thane",+91-9371658342,Indian,Arrested,2019-10-24
456,Divya Kumar,Female,45,"985, MG Road, Pune",+91-8051039408,Indian,Convicted,2019-09-14
457,Naveen Joshi,Male,20,"80, Nehru Street, Chennai",+91-9061874254,Indian,Absconding,2021-10-13
458,Arun Pandey,Male,51,"66, MG Road, Jaipur",+91-9423783954,Sri Lankan,Convicted,2022-08-08
459,Geeta Mishra,Female,43,"429, Nehru Street, Mumbai",+91-7213105859,Sri Lankan,Arrested,2021-05-07
460,Ajay Tiwari,Male,61,"956, Gandhi Nagar, Agra",+91-7488383502,Indian,Convicted,2020-04-07
461,Sunita Mishra,Female,61,"998, Patel Colony, Surat",+91-7355438889,Pakistani,Arrested,2022-03-30
462,Vinod Sharma,Male,56,"916, Gandhi Nagar, Surat",+91-7112382620,Pakistani,Acquitted,2023-09-28
463,Lakshmi Verma,Female,48,"8, Gandhi Nagar, Mumbai",+91-9800197407,Pakistani,Convicted,2020-08-07
464,Sushma Pandey,Female,51,"734, Shivaji Marg, Faridabad",+91-9274829139,Indian,At Large,2020-04-18
465,Rahul Tiwari,Male,25,"912, Nehru Street, Bhopal",+91-7747803275,Indian,Arrested,2019-12-21
466,Suresh Gupta,Male,38,"263, MG Road, Nagpur",+91-7481610132,Indian,Arrested,2022-02-01
467,Usha Joshi,Female,33,"657, MG Road, Patna",+91-9172651914,Indian,Acquitted,2021-01-09
468,Divya Verma,Female,21,"487, Shivaji Marg, Bhopal",+91-7746034228,Indian,Acquitted,2023-03-24
469,Lakshmi Das,Female,56,"856, Shivaji Marg, Surat",+91-8040163498,Indian,Acquitted,2021-01-06
